account_id,timestamp,amount,transaction_type,is_suspicious,pattern_type
ACC_3294,2023-01-01 13:00:00,2655.15,PAYMENT,0,Normal
ACC_1611,2023-01-01 13:00:00,1228.28,PAYMENT,0,Normal
ACC_2220,2023-01-01 14:00:00,1738.68,PAYMENT,0,Normal
ACC_1515,2023-01-01 14:00:00,1238.68,PAYMENT,0,Normal
ACC_4877,2023-01-01 14:00:00,1835.36,PAYMENT,0,Normal
ACC_2882,2023-01-01 14:00:00,803.21,PAYMENT,0,Normal
ACC_4051,2023-01-01 14:00:00,375.09,PAYMENT,0,Normal
ACC_3736,2023-01-01 15:00:00,1168.02,PAYMENT,0,Normal
ACC_2251,2023-01-01 15:00:00,2832.89,PAYMENT,0,Normal
ACC_2181,2023-01-01 15:00:00,375.06,PAYMENT,0,Normal
ACC_2572,2023-01-01 15:00:00,2074.58,PAYMENT,0,Normal
ACC_1617,2023-01-01 15:00:00,1067.65,PAYMENT,0,Normal
ACC_3203,2023-01-01 15:00:00,2407.03,PAYMENT,0,Normal
ACC_4545,2023-01-01 15:00:00,1109.17,PAYMENT,0,Normal
ACC_1720,2023-01-01 15:00:00,516.23,PAYMENT,0,Normal
ACC_3945,2023-01-01 15:00:00,2968.02,PAYMENT,0,Normal
ACC_2706,2023-01-01 15:00:00,1873.42,PAYMENT,0,Normal
ACC_2109,2023-01-01 15:00:00,1045.08,PAYMENT,0,Normal
ACC_4705,2023-01-01 16:00:00,1204.42,PAYMENT,0,Normal
ACC_3259,2023-01-01 16:00:00,1263.45,PAYMENT,0,Normal
ACC_1551,2023-01-01 16:00:00,2893.37,PAYMENT,0,Normal
ACC_4533,2023-01-01 16:00:00,2041.97,PAYMENT,0,Normal
ACC_1637,2023-01-01 16:00:00,945.54,PAYMENT,0,Normal
ACC_4357,2023-01-01 16:00:00,1755.49,PAYMENT,0,Normal
ACC_3700,2023-01-01 17:00:00,1489.17,PAYMENT,0,Normal
ACC_3790,2023-01-01 17:00:00,2323.76,PAYMENT,0,Normal
ACC_1040,2023-01-01 17:00:00,267.51,PAYMENT,0,Normal
ACC_3445,2023-01-01 17:00:00,732.09,PAYMENT,0,Normal
ACC_3336,2023-01-01 17:00:00,1197.96,PAYMENT,0,Normal
ACC_4904,2023-01-01 17:00:00,2987.58,PAYMENT,0,Normal
ACC_2995,2023-01-01 18:00:00,934.88,PAYMENT,0,Normal
ACC_4307,2023-01-01 18:00:00,2336.43,PAYMENT,0,Normal
ACC_1448,2023-01-01 18:00:00,183.27,PAYMENT,0,Normal
ACC_2953,2023-01-01 18:00:00,552.85,PAYMENT,0,Normal
ACC_1343,2023-01-01 18:00:00,499.16,PAYMENT,0,Normal
ACC_1663,2023-01-01 18:00:00,1220.45,PAYMENT,0,Normal
ACC_3764,2023-01-01 19:00:00,1945.96,PAYMENT,0,Normal
ACC_2680,2023-01-01 19:00:00,607.18,PAYMENT,0,Normal
ACC_2644,2023-01-01 19:00:00,1745.48,PAYMENT,0,Normal
ACC_2901,2023-01-01 20:00:00,2126.51,PAYMENT,0,Normal
ACC_4012,2023-01-01 20:00:00,760.27,PAYMENT,0,Normal
ACC_1884,2023-01-01 20:00:00,1722.44,PAYMENT,0,Normal
ACC_3308,2023-01-01 20:00:00,1659.47,PAYMENT,0,Normal
ACC_3031,2023-01-01 20:00:00,697.25,PAYMENT,0,Normal
ACC_3218,2023-01-01 20:00:00,1132.98,PAYMENT,0,Normal
ACC_2354,2023-01-01 21:00:00,741.79,PAYMENT,0,Normal
ACC_4191,2023-01-01 21:00:00,1107.87,PAYMENT,0,Normal
ACC_3584,2023-01-01 22:00:00,2134.35,PAYMENT,0,Normal
ACC_1340,2023-01-01 22:00:00,1697.54,PAYMENT,0,Normal
ACC_4692,2023-01-01 22:00:00,1292.46,PAYMENT,0,Normal
ACC_2812,2023-01-01 22:00:00,479.47,PAYMENT,0,Normal
ACC_1785,2023-01-01 22:00:00,2550.62,PAYMENT,0,Normal
ACC_2949,2023-01-01 22:00:00,215.54,PAYMENT,0,Normal
ACC_1521,2023-01-01 22:00:00,574.24,PAYMENT,0,Normal
ACC_1586,2023-01-01 22:00:00,1163.51,PAYMENT,0,Normal
ACC_1879,2023-01-01 22:00:00,2574.38,PAYMENT,0,Normal
ACC_2174,2023-01-01 22:00:00,1434.13,PAYMENT,0,Normal
ACC_1372,2023-01-01 23:00:00,2857.95,PAYMENT,0,Normal
ACC_4604,2023-01-01 23:00:00,1736.87,PAYMENT,0,Normal
ACC_4800,2023-01-01 23:00:00,994.64,PAYMENT,0,Normal
ACC_1529,2023-01-01 23:00:00,1834.64,PAYMENT,0,Normal
ACC_1705,2023-01-01 23:00:00,2144.19,PAYMENT,0,Normal
ACC_2053,2023-01-01 23:00:00,2169.86,PAYMENT,0,Normal
ACC_SMURF_9772,2023-01-02 00:00:00,9981.87,TRANSFER,1,Structuring
ACC_4451,2023-01-02 00:00:00,2775.59,PAYMENT,0,Normal
ACC_SMURF_9580,2023-01-02 00:00:00,9111.32,TRANSFER,1,Structuring
ACC_2280,2023-01-02 00:00:00,2899.21,PAYMENT,0,Normal
ACC_4653,2023-01-02 00:00:00,2963.99,PAYMENT,0,Normal
ACC_4871,2023-01-02 00:00:00,2463.09,PAYMENT,0,Normal
ACC_2160,2023-01-02 00:00:00,793.09,PAYMENT,0,Normal
ACC_4662,2023-01-02 01:00:00,2063.53,PAYMENT,0,Normal
ACC_3371,2023-01-02 01:00:00,418.24,PAYMENT,0,Normal
ACC_3759,2023-01-02 02:00:00,1834.66,PAYMENT,0,Normal
ACC_SMURF_9772,2023-01-02 02:00:00,9135.77,TRANSFER,1,Structuring
ACC_1206,2023-01-02 02:00:00,362.48,PAYMENT,0,Normal
ACC_3868,2023-01-02 02:00:00,238.09,PAYMENT,0,Normal
ACC_3662,2023-01-02 02:00:00,1890.53,PAYMENT,0,Normal
ACC_4089,2023-01-02 02:00:00,525.73,PAYMENT,0,Normal
ACC_2315,2023-01-02 02:00:00,891.98,PAYMENT,0,Normal
ACC_3930,2023-01-02 02:00:00,814.04,PAYMENT,0,Normal
ACC_4920,2023-01-02 02:00:00,223.26,PAYMENT,0,Normal
ACC_SMURF_9580,2023-01-02 02:00:00,9975.86,TRANSFER,1,Structuring
ACC_4447,2023-01-02 03:00:00,546.26,PAYMENT,0,Normal
ACC_1291,2023-01-02 03:00:00,1255.92,PAYMENT,0,Normal
ACC_3725,2023-01-02 03:00:00,1768.21,PAYMENT,0,Normal
ACC_3959,2023-01-02 03:00:00,1241.78,PAYMENT,0,Normal
ACC_2063,2023-01-02 03:00:00,2655.79,PAYMENT,0,Normal
ACC_1504,2023-01-02 03:00:00,112.56,PAYMENT,0,Normal
ACC_2356,2023-01-02 03:00:00,2765.13,PAYMENT,0,Normal
ACC_2365,2023-01-02 03:00:00,1427.28,PAYMENT,0,Normal
ACC_3021,2023-01-02 03:00:00,318.18,PAYMENT,0,Normal
ACC_1924,2023-01-02 03:00:00,1931.94,PAYMENT,0,Normal
ACC_3442,2023-01-02 04:00:00,300.62,PAYMENT,0,Normal
ACC_1623,2023-01-02 04:00:00,1511.22,PAYMENT,0,Normal
ACC_4089,2023-01-02 04:00:00,2598.0,PAYMENT,0,Normal
ACC_SMURF_9772,2023-01-02 04:00:00,9286.92,TRANSFER,1,Structuring
ACC_SMURF_9580,2023-01-02 04:00:00,9718.85,TRANSFER,1,Structuring
ACC_1313,2023-01-02 04:00:00,1013.44,PAYMENT,0,Normal
ACC_3777,2023-01-02 04:00:00,2354.87,PAYMENT,0,Normal
ACC_3651,2023-01-02 04:00:00,2697.13,PAYMENT,0,Normal
ACC_2324,2023-01-02 04:00:00,279.47,PAYMENT,0,Normal
ACC_4278,2023-01-02 04:00:00,977.17,PAYMENT,0,Normal
ACC_2531,2023-01-02 05:00:00,2121.18,PAYMENT,0,Normal
ACC_3056,2023-01-02 05:00:00,2036.31,PAYMENT,0,Normal
ACC_3961,2023-01-02 05:00:00,2558.48,PAYMENT,0,Normal
ACC_2629,2023-01-02 05:00:00,2384.46,PAYMENT,0,Normal
ACC_4364,2023-01-02 05:00:00,845.06,PAYMENT,0,Normal
ACC_4541,2023-01-02 05:00:00,1233.07,PAYMENT,0,Normal
ACC_4385,2023-01-02 05:00:00,469.6,PAYMENT,0,Normal
ACC_SMURF_9772,2023-01-02 06:00:00,9528.36,TRANSFER,1,Structuring
ACC_4011,2023-01-02 06:00:00,608.92,PAYMENT,0,Normal
ACC_SMURF_9580,2023-01-02 06:00:00,9283.9,TRANSFER,1,Structuring
ACC_2699,2023-01-02 06:00:00,1672.59,PAYMENT,0,Normal
ACC_3432,2023-01-02 07:00:00,1436.24,PAYMENT,0,Normal
ACC_1867,2023-01-02 07:00:00,1231.19,PAYMENT,0,Normal
ACC_4905,2023-01-02 07:00:00,2547.08,PAYMENT,0,Normal
ACC_1923,2023-01-02 07:00:00,1462.15,PAYMENT,0,Normal
ACC_3552,2023-01-02 07:00:00,480.16,PAYMENT,0,Normal
ACC_2692,2023-01-02 07:00:00,391.76,PAYMENT,0,Normal
ACC_1058,2023-01-02 07:00:00,471.72,PAYMENT,0,Normal
ACC_4665,2023-01-02 07:00:00,1608.07,PAYMENT,0,Normal
ACC_2871,2023-01-02 07:00:00,2489.68,PAYMENT,0,Normal
ACC_1405,2023-01-02 07:00:00,2004.72,PAYMENT,0,Normal
ACC_1920,2023-01-02 07:00:00,1355.48,PAYMENT,0,Normal
ACC_4452,2023-01-02 07:00:00,2316.53,PAYMENT,0,Normal
ACC_4711,2023-01-02 08:00:00,2007.41,PAYMENT,0,Normal
ACC_4163,2023-01-02 08:00:00,2079.81,PAYMENT,0,Normal
ACC_4437,2023-01-02 08:00:00,210.32,PAYMENT,0,Normal
ACC_4155,2023-01-02 08:00:00,818.42,PAYMENT,0,Normal
ACC_1087,2023-01-02 08:00:00,1521.78,PAYMENT,0,Normal
ACC_1554,2023-01-02 08:00:00,1104.29,PAYMENT,0,Normal
ACC_4620,2023-01-02 08:00:00,2177.6,PAYMENT,0,Normal
ACC_3930,2023-01-02 09:00:00,2552.95,PAYMENT,0,Normal
ACC_1196,2023-01-02 09:00:00,1626.16,PAYMENT,0,Normal
ACC_3389,2023-01-02 09:00:00,1091.04,PAYMENT,0,Normal
ACC_4700,2023-01-02 09:00:00,1901.0,PAYMENT,0,Normal
ACC_4179,2023-01-02 09:00:00,2833.64,PAYMENT,0,Normal
ACC_1127,2023-01-02 09:00:00,522.92,PAYMENT,0,Normal
ACC_4555,2023-01-02 09:00:00,2751.74,PAYMENT,0,Normal
ACC_1876,2023-01-02 09:00:00,897.7,PAYMENT,0,Normal
ACC_4506,2023-01-02 10:00:00,2337.86,PAYMENT,0,Normal
ACC_4959,2023-01-02 10:00:00,2987.71,PAYMENT,0,Normal
ACC_4274,2023-01-02 10:00:00,1605.8,PAYMENT,0,Normal
ACC_3199,2023-01-02 10:00:00,2650.84,PAYMENT,0,Normal
ACC_1660,2023-01-02 10:00:00,751.82,PAYMENT,0,Normal
ACC_2996,2023-01-02 11:00:00,2908.84,PAYMENT,0,Normal
ACC_4980,2023-01-02 11:00:00,1727.76,PAYMENT,0,Normal
ACC_4702,2023-01-02 11:00:00,489.71,PAYMENT,0,Normal
ACC_1771,2023-01-02 11:00:00,2392.46,PAYMENT,0,Normal
ACC_2836,2023-01-02 11:00:00,1699.04,PAYMENT,0,Normal
ACC_2917,2023-01-02 11:00:00,2413.01,PAYMENT,0,Normal
ACC_2178,2023-01-02 12:00:00,2094.16,PAYMENT,0,Normal
ACC_1447,2023-01-02 12:00:00,378.65,PAYMENT,0,Normal
ACC_1914,2023-01-02 12:00:00,2422.8,PAYMENT,0,Normal
ACC_4515,2023-01-02 12:00:00,646.48,PAYMENT,0,Normal
ACC_3623,2023-01-02 12:00:00,1858.4,PAYMENT,0,Normal
ACC_4391,2023-01-02 13:00:00,824.28,PAYMENT,0,Normal
ACC_1072,2023-01-02 13:00:00,2860.11,PAYMENT,0,Normal
ACC_1687,2023-01-02 13:00:00,2185.83,PAYMENT,0,Normal
ACC_1306,2023-01-02 13:00:00,1796.09,PAYMENT,0,Normal
ACC_2219,2023-01-02 14:00:00,2630.69,PAYMENT,0,Normal
ACC_4428,2023-01-02 14:00:00,220.0,PAYMENT,0,Normal
ACC_3053,2023-01-02 14:00:00,495.04,PAYMENT,0,Normal
ACC_1080,2023-01-02 14:00:00,1638.33,PAYMENT,0,Normal
ACC_4332,2023-01-02 14:00:00,2293.47,PAYMENT,0,Normal
ACC_1266,2023-01-02 14:00:00,2358.81,PAYMENT,0,Normal
ACC_3111,2023-01-02 14:00:00,2485.9,PAYMENT,0,Normal
ACC_2490,2023-01-02 15:00:00,2550.93,PAYMENT,0,Normal
ACC_3777,2023-01-02 15:00:00,1163.4,PAYMENT,0,Normal
ACC_2312,2023-01-02 15:00:00,1235.3,PAYMENT,0,Normal
ACC_4981,2023-01-02 15:00:00,543.78,PAYMENT,0,Normal
ACC_1223,2023-01-02 15:00:00,728.09,PAYMENT,0,Normal
ACC_2959,2023-01-02 16:00:00,2821.98,PAYMENT,0,Normal
ACC_4157,2023-01-02 16:00:00,2067.95,PAYMENT,0,Normal
ACC_3583,2023-01-02 16:00:00,1306.75,PAYMENT,0,Normal
ACC_2513,2023-01-02 16:00:00,1736.71,PAYMENT,0,Normal
ACC_3636,2023-01-02 16:00:00,2371.56,PAYMENT,0,Normal
ACC_2376,2023-01-02 16:00:00,1306.92,PAYMENT,0,Normal
ACC_3017,2023-01-02 16:00:00,1231.65,PAYMENT,0,Normal
ACC_1269,2023-01-02 17:00:00,350.39,PAYMENT,0,Normal
ACC_1177,2023-01-02 17:00:00,358.04,PAYMENT,0,Normal
ACC_4447,2023-01-02 17:00:00,2902.22,PAYMENT,0,Normal
ACC_2751,2023-01-02 17:00:00,921.67,PAYMENT,0,Normal
ACC_1112,2023-01-02 17:00:00,1815.26,PAYMENT,0,Normal
ACC_2518,2023-01-02 18:00:00,973.12,PAYMENT,0,Normal
ACC_4018,2023-01-02 18:00:00,54.95,PAYMENT,0,Normal
ACC_4365,2023-01-02 18:00:00,2058.14,PAYMENT,0,Normal
ACC_4332,2023-01-02 18:00:00,660.48,PAYMENT,0,Normal
ACC_3365,2023-01-02 18:00:00,721.25,PAYMENT,0,Normal
ACC_2036,2023-01-02 18:00:00,858.81,PAYMENT,0,Normal
ACC_2988,2023-01-02 18:00:00,615.27,PAYMENT,0,Normal
ACC_3219,2023-01-02 18:00:00,1751.72,PAYMENT,0,Normal
ACC_2215,2023-01-02 18:00:00,692.22,PAYMENT,0,Normal
ACC_3360,2023-01-02 18:00:00,1132.56,PAYMENT,0,Normal
ACC_2008,2023-01-02 19:00:00,1757.81,PAYMENT,0,Normal
ACC_2133,2023-01-02 19:00:00,1529.61,PAYMENT,0,Normal
ACC_3605,2023-01-02 19:00:00,771.42,PAYMENT,0,Normal
ACC_1483,2023-01-02 19:00:00,1521.2,PAYMENT,0,Normal
ACC_4187,2023-01-02 19:00:00,2246.77,PAYMENT,0,Normal
ACC_3071,2023-01-02 19:00:00,1395.23,PAYMENT,0,Normal
ACC_2924,2023-01-02 19:00:00,2298.75,PAYMENT,0,Normal
ACC_1529,2023-01-02 20:00:00,673.53,PAYMENT,0,Normal
ACC_3695,2023-01-02 20:00:00,67.13,PAYMENT,0,Normal
ACC_1200,2023-01-02 20:00:00,595.28,PAYMENT,0,Normal
ACC_2536,2023-01-02 20:00:00,224.98,PAYMENT,0,Normal
ACC_1045,2023-01-02 20:00:00,1762.59,PAYMENT,0,Normal
ACC_4430,2023-01-02 20:00:00,2638.84,PAYMENT,0,Normal
ACC_3820,2023-01-02 20:00:00,1136.13,PAYMENT,0,Normal
ACC_2207,2023-01-02 20:00:00,1007.67,PAYMENT,0,Normal
ACC_3792,2023-01-02 20:00:00,943.34,PAYMENT,0,Normal
ACC_3511,2023-01-02 20:00:00,2516.42,PAYMENT,0,Normal
ACC_3847,2023-01-02 20:00:00,130.69,PAYMENT,0,Normal
ACC_4486,2023-01-02 20:00:00,397.46,PAYMENT,0,Normal
ACC_1744,2023-01-02 21:00:00,170.62,PAYMENT,0,Normal
ACC_2082,2023-01-02 21:00:00,1139.83,PAYMENT,0,Normal
ACC_2912,2023-01-02 21:00:00,2598.32,PAYMENT,0,Normal
ACC_4143,2023-01-02 21:00:00,2069.09,PAYMENT,0,Normal
ACC_3622,2023-01-02 21:00:00,52.56,PAYMENT,0,Normal
ACC_1728,2023-01-02 21:00:00,689.18,PAYMENT,0,Normal
ACC_1174,2023-01-02 21:00:00,629.24,PAYMENT,0,Normal
ACC_3061,2023-01-02 21:00:00,1764.64,PAYMENT,0,Normal
ACC_2551,2023-01-02 21:00:00,2500.64,PAYMENT,0,Normal
ACC_2463,2023-01-02 21:00:00,1265.19,PAYMENT,0,Normal
ACC_4011,2023-01-02 21:00:00,1902.85,PAYMENT,0,Normal
ACC_3478,2023-01-02 21:00:00,1559.09,PAYMENT,0,Normal
ACC_1787,2023-01-02 21:00:00,2128.49,PAYMENT,0,Normal
ACC_1644,2023-01-02 21:00:00,2275.59,PAYMENT,0,Normal
ACC_3677,2023-01-02 22:00:00,2516.55,PAYMENT,0,Normal
ACC_1433,2023-01-02 22:00:00,1857.07,PAYMENT,0,Normal
ACC_2026,2023-01-02 22:00:00,481.96,PAYMENT,0,Normal
ACC_4952,2023-01-02 22:00:00,1302.89,PAYMENT,0,Normal
ACC_1934,2023-01-02 22:00:00,1782.33,PAYMENT,0,Normal
ACC_1828,2023-01-02 22:00:00,1040.88,PAYMENT,0,Normal
ACC_1863,2023-01-02 23:00:00,2492.07,PAYMENT,0,Normal
ACC_2158,2023-01-02 23:00:00,1003.35,PAYMENT,0,Normal
ACC_1907,2023-01-02 23:00:00,2838.98,PAYMENT,0,Normal
ACC_3472,2023-01-02 23:00:00,830.34,PAYMENT,0,Normal
ACC_2818,2023-01-02 23:00:00,1087.06,PAYMENT,0,Normal
ACC_1161,2023-01-02 23:00:00,2655.62,PAYMENT,0,Normal
ACC_3220,2023-01-02 23:00:00,2476.7,PAYMENT,0,Normal
ACC_2884,2023-01-02 23:00:00,1414.95,PAYMENT,0,Normal
ACC_3438,2023-01-02 23:00:00,1944.65,PAYMENT,0,Normal
ACC_1649,2023-01-02 23:00:00,1906.03,PAYMENT,0,Normal
ACC_4722,2023-01-03 00:00:00,753.69,PAYMENT,0,Normal
ACC_SMURF_9003,2023-01-03 00:00:00,9811.18,TRANSFER,1,Structuring
ACC_SMURF_9443,2023-01-03 00:00:00,9293.66,TRANSFER,1,Structuring
ACC_4909,2023-01-03 00:00:00,2962.73,PAYMENT,0,Normal
ACC_2321,2023-01-03 00:00:00,441.32,PAYMENT,0,Normal
ACC_1397,2023-01-03 00:00:00,2371.54,PAYMENT,0,Normal
ACC_2358,2023-01-03 01:00:00,161.76,PAYMENT,0,Normal
ACC_3584,2023-01-03 01:00:00,223.68,PAYMENT,0,Normal
ACC_4310,2023-01-03 01:00:00,1750.04,PAYMENT,0,Normal
ACC_4781,2023-01-03 01:00:00,2777.87,PAYMENT,0,Normal
ACC_4393,2023-01-03 01:00:00,1265.56,PAYMENT,0,Normal
ACC_3373,2023-01-03 01:00:00,737.31,PAYMENT,0,Normal
ACC_3813,2023-01-03 02:00:00,2772.81,PAYMENT,0,Normal
ACC_3875,2023-01-03 02:00:00,1295.65,PAYMENT,0,Normal
ACC_1531,2023-01-03 02:00:00,1855.25,PAYMENT,0,Normal
ACC_4302,2023-01-03 02:00:00,1576.18,PAYMENT,0,Normal
ACC_4792,2023-01-03 02:00:00,1820.72,PAYMENT,0,Normal
ACC_SMURF_9003,2023-01-03 02:00:00,9254.56,TRANSFER,1,Structuring
ACC_4590,2023-01-03 02:00:00,846.5,PAYMENT,0,Normal
ACC_4268,2023-01-03 02:00:00,777.03,PAYMENT,0,Normal
ACC_SMURF_9443,2023-01-03 02:00:00,9820.27,TRANSFER,1,Structuring
ACC_2901,2023-01-03 02:00:00,1480.04,PAYMENT,0,Normal
ACC_1062,2023-01-03 02:00:00,2223.93,PAYMENT,0,Normal
ACC_3361,2023-01-03 02:00:00,1121.82,PAYMENT,0,Normal
ACC_2945,2023-01-03 02:00:00,793.86,PAYMENT,0,Normal
ACC_1990,2023-01-03 03:00:00,1539.48,PAYMENT,0,Normal
ACC_3146,2023-01-03 03:00:00,2306.74,PAYMENT,0,Normal
ACC_1699,2023-01-03 03:00:00,2514.29,PAYMENT,0,Normal
ACC_3984,2023-01-03 03:00:00,402.53,PAYMENT,0,Normal
ACC_2299,2023-01-03 03:00:00,1176.93,PAYMENT,0,Normal
ACC_1588,2023-01-03 03:00:00,2438.56,PAYMENT,0,Normal
ACC_2251,2023-01-03 03:00:00,975.48,PAYMENT,0,Normal
ACC_1748,2023-01-03 04:00:00,803.89,PAYMENT,0,Normal
ACC_1098,2023-01-03 04:00:00,2085.64,PAYMENT,0,Normal
ACC_3409,2023-01-03 04:00:00,428.33,PAYMENT,0,Normal
ACC_2972,2023-01-03 04:00:00,2887.13,PAYMENT,0,Normal
ACC_2309,2023-01-03 04:00:00,2684.43,PAYMENT,0,Normal
ACC_SMURF_9003,2023-01-03 04:00:00,9494.56,TRANSFER,1,Structuring
ACC_2319,2023-01-03 04:00:00,1844.48,PAYMENT,0,Normal
ACC_SMURF_9443,2023-01-03 04:00:00,9551.06,TRANSFER,1,Structuring
